work_order_number,job_date,status,priority,job_type,scope_of_work,labor_hours,estimated_cost,actual_cost,technician_name,client_name,service_address,business_name,trade,plan_name,invoice_status,total_due,total_paid_to_date,customer_rating
WO-2026-00629,2026-09-01,scheduled,scheduled_maintenance,Pipe replacement,"Pipe replacement requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",1.33,892.62,0,Carlos Nguyen,Customer 0399,"Seattle, WA",Downtown Drain Doctors,Plumber,Starter,not_invoiced,0,0,0
WO-2026-00630,2026-04-04,completed,scheduled_maintenance,Pipe replacement,"Performed pipe replacement — inspected the affected area, completed the work, and tested everything before leaving the site.",4.17,453.93,458.93,Ethan Ferreira,Customer 0399,"Seattle, WA",Downtown Drain Doctors,Plumber,Starter,paid,497.94,497.94,5
WO-2026-00631,2026-07-22,completed,routine,Water heater install,"Scheduled water heater install visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",2.32,455.56,440.72,Ethan Ferreira,Customer 0247,"Denver, CO",Downtown Drain Doctors,Plumber,Starter,paid,456.14,456.14,0
WO-2026-00632,2026-07-06,completed,routine,Drain cleaning,"Scheduled drain cleaning visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",2.33,892.89,955.96,Ethan Ferreira,Customer 0400,"Pittsburgh, PA",Downtown Drain Doctors,Plumber,Starter,paid,1037.22,1037.22,3
WO-2026-00633,2026-07-14,completed,scheduled_maintenance,Fixture installation,"Customer requested fixture installation. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",1.28,400.34,414.7,Ethan Ferreira,Customer 0400,"Pittsburgh, PA",Downtown Drain Doctors,Plumber,Starter,paid,449.95,449.95,0
WO-2026-00634,2026-07-14,completed,routine,Leak repair,"Performed leak repair — inspected the affected area, completed the work, and tested everything before leaving the site.",2.04,312.87,328.85,Carlos Nguyen,Customer 0400,"Pittsburgh, PA",Downtown Drain Doctors,Plumber,Starter,paid,356.8,356.8,0
WO-2026-00635,2026-02-02,completed,emergency,Fixture installation,"Performed fixture installation — inspected the affected area, completed the work, and tested everything before leaving the site.",1.8,288.84,317.21,Ethan Ferreira,Customer 0400,"Pittsburgh, PA",Downtown Drain Doctors,Plumber,Starter,paid,344.17,344.17,5
WO-2026-00636,2026-03-12,completed,routine,Water heater install,"Customer requested water heater install. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",4.32,686.31,620.89,Ethan Ferreira,Customer 0400,"Pittsburgh, PA",Downtown Drain Doctors,Plumber,Starter,paid,673.67,673.67,5
WO-2026-00637,2026-07-08,completed,routine,Leak repair,"Customer requested leak repair. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",2.62,806.12,754.2,Carlos Nguyen,Customer 0400,"Pittsburgh, PA",Downtown Drain Doctors,Plumber,Starter,overdue,818.31,410.34,0
WO-2026-00638,2026-03-17,completed,routine,Fixture installation,"Scheduled fixture installation visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",1.4,866.15,803.38,Ethan Ferreira,Customer 0401,"Tampa, FL",Downtown Drain Doctors,Plumber,Starter,paid,871.67,871.67,0
WO-2026-00639,2026-04-27,completed,routine,Fixture installation,"Performed fixture installation — inspected the affected area, completed the work, and tested everything before leaving the site.",4.67,596.65,661.59,Carlos Nguyen,Customer 0401,"Tampa, FL",Downtown Drain Doctors,Plumber,Starter,paid,717.83,717.83,5
WO-2026-00640,2026-07-23,completed,emergency,Water heater install,"Water heater install requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",2.04,234.53,258.61,Carlos Nguyen,Customer 0401,"Tampa, FL",Downtown Drain Doctors,Plumber,Starter,partial,280.59,108.83,0
WO-2026-00641,2026-04-27,completed,scheduled_maintenance,Water heater install,"Performed water heater install — inspected the affected area, completed the work, and tested everything before leaving the site.",1.3,519.78,578.86,Carlos Nguyen,Customer 0402,"Columbus, OH",Downtown Drain Doctors,Plumber,Starter,paid,599.12,599.12,0
WO-2026-00642,2026-08-28,scheduled,routine,Drain cleaning,"Scheduled drain cleaning visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",3.28,687.76,0,Carlos Nguyen,Customer 0402,"Columbus, OH",Downtown Drain Doctors,Plumber,Starter,not_invoiced,0,0,0
WO-2026-00643,2026-05-01,completed,scheduled_maintenance,Leak repair,"Performed leak repair — inspected the affected area, completed the work, and tested everything before leaving the site.",4.68,194.97,220.22,Carlos Nguyen,Customer 0402,"Columbus, OH",Downtown Drain Doctors,Plumber,Starter,paid,238.94,238.94,0
WO-2026-00644,2026-09-06,scheduled,routine,Fixture installation,"Fixture installation requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",4.32,467.48,0,Carlos Nguyen,Customer 0402,"Columbus, OH",Downtown Drain Doctors,Plumber,Starter,not_invoiced,0,0,0
WO-2026-00645,2026-03-12,completed,routine,Pipe replacement,"Performed pipe replacement — inspected the affected area, completed the work, and tested everything before leaving the site.",2.96,568.49,611.33,Carlos Nguyen,Customer 0402,"Columbus, OH",Downtown Drain Doctors,Plumber,Starter,paid,663.29,663.29,4
WO-2026-00646,2026-06-13,completed,routine,Drain cleaning,"Performed drain cleaning — inspected the affected area, completed the work, and tested everything before leaving the site.",4.58,581.82,612.76,Carlos Nguyen,Customer 0402,"Columbus, OH",Downtown Drain Doctors,Plumber,Starter,paid,664.84,664.84,0
WO-2026-00647,2026-06-23,completed,routine,Fixture installation,"Fixture installation requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",3.56,522.22,506.8,Ethan Ferreira,Customer 0403,"Portland, OR",Downtown Drain Doctors,Plumber,Starter,paid,549.88,549.88,4
WO-2026-00648,2026-03-24,completed,routine,Water heater install,"Customer requested water heater install. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",3.11,682.29,761.19,Carlos Nguyen,Customer 0403,"Portland, OR",Downtown Drain Doctors,Plumber,Starter,paid,825.89,825.89,4
WO-2026-00649,2026-03-13,completed,routine,Drain cleaning,"Customer requested drain cleaning. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",4.31,614.61,686.55,Ethan Ferreira,Customer 0403,"Portland, OR",Downtown Drain Doctors,Plumber,Starter,paid,744.91,744.91,5
WO-2026-00650,2026-08-04,completed,scheduled_maintenance,Pipe replacement,"Customer requested pipe replacement. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",4.88,473.92,432.58,Carlos Nguyen,Customer 0403,"Portland, OR",Downtown Drain Doctors,Plumber,Starter,unpaid,469.35,0,0
WO-2026-00651,2026-04-19,completed,routine,Pipe replacement,"Scheduled pipe replacement visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",2.66,564.61,607.71,Ethan Ferreira,Customer 0291,"Pittsburgh, PA",Downtown Drain Doctors,Plumber,Starter,paid,659.37,659.37,0
WO-2026-00652,2026-05-30,completed,emergency,Leak repair,"Performed leak repair — inspected the affected area, completed the work, and tested everything before leaving the site.",4.86,726.26,735.02,Carlos Nguyen,Customer 0291,"Pittsburgh, PA",Downtown Drain Doctors,Plumber,Starter,paid,797.5,797.5,4
WO-2026-00653,2026-04-23,completed,scheduled_maintenance,Water heater install,"Water heater install requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",3.81,844.04,851.99,Ethan Ferreira,Customer 0291,"Pittsburgh, PA",Downtown Drain Doctors,Plumber,Starter,paid,924.41,924.41,4
WO-2026-00654,2026-03-27,completed,scheduled_maintenance,Fixture installation,"Fixture installation requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",2.39,524.94,560.91,Ethan Ferreira,Customer 0291,"Pittsburgh, PA",Downtown Drain Doctors,Plumber,Starter,paid,608.59,608.59,0
WO-2026-00655,2026-03-30,completed,routine,Drain cleaning,"Performed drain cleaning — inspected the affected area, completed the work, and tested everything before leaving the site.",2.54,244.09,279.11,Ethan Ferreira,Customer 0404,"Pittsburgh, PA",Downtown Drain Doctors,Plumber,Starter,paid,302.83,302.83,4
WO-2026-00656,2026-03-01,completed,routine,Pipe replacement,"Pipe replacement requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",2.95,127.35,143.47,Carlos Nguyen,Customer 0404,"Pittsburgh, PA",Downtown Drain Doctors,Plumber,Starter,paid,155.66,155.66,3
WO-2026-00657,2026-03-31,completed,scheduled_maintenance,Leak repair,"Performed leak repair — inspected the affected area, completed the work, and tested everything before leaving the site.",3.29,656.36,596.41,Carlos Nguyen,Customer 0394,"Nashville, TN",Downtown Drain Doctors,Plumber,Starter,paid,647.1,647.1,3
WO-2026-00658,2026-07-30,completed,routine,Drain cleaning,"Customer requested drain cleaning. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",2.19,775.34,839.18,Ethan Ferreira,Customer 0394,"Nashville, TN",Downtown Drain Doctors,Plumber,Starter,paid,910.51,910.51,3
WO-2026-00659,2026-08-03,completed,scheduled_maintenance,Drain cleaning,"Drain cleaning requested by customer. Assessed scope on arrival, completed the work, and walked the customer through what was done.",4,667.3,694.12,Carlos Nguyen,Customer 0394,"Nashville, TN",Downtown Drain Doctors,Plumber,Starter,paid,753.12,753.12,0
WO-2026-00660,2026-05-21,completed,routine,Leak repair,"Scheduled leak repair visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",4.13,159.69,145.1,Ethan Ferreira,Customer 0394,"Nashville, TN",Downtown Drain Doctors,Plumber,Starter,paid,157.43,157.43,4
WO-2026-00661,2026-02-13,completed,emergency,Leak repair,"Performed leak repair — inspected the affected area, completed the work, and tested everything before leaving the site.",3.61,246.7,273.43,Carlos Nguyen,Customer 0394,"Nashville, TN",Downtown Drain Doctors,Plumber,Starter,overdue,296.67,92.37,5
WO-2026-00662,2026-08-04,completed,scheduled_maintenance,Fixture installation,"Customer requested fixture installation. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",1.57,893.7,877.95,Ethan Ferreira,Customer 0405,"Sacramento, CA",Downtown Drain Doctors,Plumber,Starter,paid,952.58,952.58,5
WO-2026-00663,2026-03-20,completed,emergency,Drain cleaning,"Customer requested drain cleaning. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",3.36,735.53,815.62,Ethan Ferreira,Customer 0405,"Sacramento, CA",Downtown Drain Doctors,Plumber,Starter,paid,884.95,884.95,5
WO-2026-00664,2026-06-05,completed,scheduled_maintenance,Pipe replacement,"Scheduled pipe replacement visit. Reviewed site conditions, completed the job per standard procedure, and cleaned up the work area.",2.58,275.98,284.69,Ethan Ferreira,Customer 0251,"Portland, OR",Downtown Drain Doctors,Plumber,Starter,paid,308.89,308.89,5
WO-2026-00665,2026-06-10,completed,routine,Leak repair,"Performed leak repair — inspected the affected area, completed the work, and tested everything before leaving the site.",4.75,104.56,109.98,Ethan Ferreira,Customer 0251,"Portland, OR",Downtown Drain Doctors,Plumber,Starter,paid,113.83,113.83,0
WO-2026-00666,2026-06-19,completed,scheduled_maintenance,Fixture installation,"Performed fixture installation — inspected the affected area, completed the work, and tested everything before leaving the site.",2.1,649.43,745.46,Carlos Nguyen,Customer 0251,"Portland, OR",Downtown Drain Doctors,Plumber,Starter,paid,808.82,808.82,5
WO-2026-00667,2026-04-09,completed,scheduled_maintenance,Leak repair,"Performed leak repair — inspected the affected area, completed the work, and tested everything before leaving the site.",1.18,80.47,84.63,Carlos Nguyen,Customer 0251,"Portland, OR",Downtown Drain Doctors,Plumber,Starter,overdue,91.82,50.26,0
WO-2026-00668,2026-07-26,completed,routine,Water heater install,"Performed water heater install — inspected the affected area, completed the work, and tested everything before leaving the site.",2.11,836.85,780.15,Carlos Nguyen,Customer 0251,"Portland, OR",Downtown Drain Doctors,Plumber,Starter,paid,846.46,846.46,0
WO-2026-00669,2026-02-07,completed,emergency,Fixture installation,"Customer requested fixture installation. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",4.55,870.18,788.56,Ethan Ferreira,Customer 0251,"Portland, OR",Downtown Drain Doctors,Plumber,Starter,paid,855.59,855.59,5
WO-2026-00670,2026-02-21,completed,routine,Water heater install,"Customer requested water heater install. Diagnosed the issue, completed the repair/installation, and confirmed with the customer that it was resolved.",3.86,480.11,551.19,Ethan Ferreira,Customer 0406,"Denver, CO",Downtown Drain Doctors,Plumber,Starter,paid,598.04,598.04,4
WO-2026-00671,2026-02-22,completed,routine,Water heater install,"Performed water heater install — inspected the affected area, completed the work, and tested everything before leaving the site.",3.56,842.98,821.77,Carlos Nguyen,Customer 0407,"Denver, CO",Downtown Drain Doctors,Plumber,Starter,paid,891.62,891.62,0
WO-2026-00672,2026-07-15,completed,routine,Water heater install,"Performed water heater install — inspected the affected area, completed the work, and tested everything before leaving the site.",1.04,551.16,500.03,Carlos Nguyen,Customer 0407,"Denver, CO",Downtown Drain Doctors,Plumber,Starter,paid,542.53,542.53,0
WO-2026-00673,2026-02-20,completed,routine,Fixture installation,"Performed fixture installation — inspected the affected area, completed the work, and tested everything before leaving the site.",1.31,271.83,302.98,Ethan Ferreira,Customer 0407,"Denver, CO",Downtown Drain Doctors,Plumber,Starter,paid,328.73,328.73,4
